itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,SP,SD,ST,XX
1414,MDS,,,9814,D0150D1,FEEL_TRD_CD,Mood: Feeling tired or having little energy: Pres,05,D,Asmt,,Code,72392,1896,1896,1896-1896,1,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1415,MDS,,,9816,D0150D2,FEEL_TRD_FREQ_CD,Mood: Feeling tired or having little energy: Freq,05,D,Asmt,,Code,72393,1897,1897,1897-1897,1,[V3.10.0]-Added the dash [-] as an allowed value.,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1416,MDS,,,9818,D0150E1,APTIT_OVREAT_CD,Mood: Poor appetite or overeating: Pres,05,D,Asmt,,Code,72394,1898,1898,1898-1898,1,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1417,MDS,,,9820,D0150E2,APTIT_OVREAT_FREQ_CD,Mood: Poor appetite or overeating: Freq,05,D,Asmt,,Code,72395,1899,1899,1899-1899,1,[V3.10.0]-Added the dash [-] as an allowed value.,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1418,MDS,,,9822,D0150F1,FEEL_BAD_CD,Mood: Feeling bad about yourself: Pres,05,D,Asmt,,Code,72396,1900,1900,1900-1900,1,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1419,MDS,,,9824,D0150F2,FEEL_BAD_FREQ_CD,Mood: Feeling bad about yourself: Freq,05,D,Asmt,,Code,72397,1901,1901,1901-1901,1,[V3.10.0]-Added the dash [-] as an allowed value.,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1420,MDS,,,9826,D0150G1,TRBL_CNCNTRT_CD,Mood: Trouble concentrating on things: Pres,05,D,Asmt,,Code,72398,1902,1902,1902-1902,1,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1421,MDS,,,9828,D0150G2,TRBL_CNCNTRT_FREQ_CD,Mood: Trouble concentrating on things: Freq,05,D,Asmt,,Code,72399,1903,1903,1903-1903,1,[V3.10.0]-Added the dash [-] as an allowed value.,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1422,MDS,,,9830,D0150H1,MOVE_SLOW_CD,Mood: Moving or speaking so slowly: Pres,05,D,Asmt,,Code,72400,1904,1904,1904-1904,1,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1423,MDS,,,9832,D0150H2,MOVE_SLOW_FREQ_CD,Mood: Moving or speaking so slowly: Freq,05,D,Asmt,,Code,72401,1905,1905,1905-1905,1,[V3.10.0]-Added the dash [-] as an allowed value.,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1424,MDS,,,9834,D0150I1,THGHT_BTR_DD_CD,Mood: Thoughts of better off dead: Pres,05,D,Asmt,,Code,72402,1906,1906,1906-1906,1,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1425,MDS,,,9836,D0150I2,THGHT_BTR_DD_FREQ_CD,Mood: Thoughts of better off dead: Freq,05,D,Asmt,,Code,72403,1907,1907,1907-1907,1,[V3.10.0]-Added the dash [-] as an allowed value.,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1426,MDS,,,9838,D0160,TOT_SVRTY_SCRE_NUM,Total severity score,05,D,Asmt,,Number,72404,1908,1909,1908-1909,2,,,"NC,NQ,NP,ND,NPE,IPA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,,
1427,MDS,,,14100,D0700,SCL_ISLTN_CD,Social Isolation,05,D,Asmt,,Code,72405,1910,1910,1910-1910,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1428,MDS,,,22670,GG0115A,LMTN_UPR_XTRMTY_CD,Functional limits - Upper extremity,30,GG,Asmt,,Code,72406,1911,1911,1911-1911,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1429,MDS,,,22672,GG0115B,LMTN_LWR_XTRMTY_CD,Functional limits - Lower extremity,30,GG,Asmt,,Code,72407,1912,1912,1912-1912,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1430,MDS,,,22674,GG0120A,MBLTY_CANE_CD,Mobility Device - Cane/Crutch,30,GG,Asmt,,Checklist,72408,1913,1913,1913-1913,1,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1431,MDS,,,22676,GG0120B,MBLTY_WLKR_CD,Mobility Device - Walker,30,GG,Asmt,,Checklist,72409,1914,1914,1914-1914,1,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1432,MDS,,,22678,GG0120C,MBLTY_WHLCHR_CD,Mobility Device - Wheelchair (manual or electric),30,GG,Asmt,,Checklist,72410,1915,1915,1915-1915,1,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1433,MDS,,,22680,GG0120D,MBLTY_PRSTHTC_CD,Mobility Device - Limb prosthesis,30,GG,Asmt,,Checklist,72411,1916,1916,1916-1916,1,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1434,MDS,,,22682,GG0120Z,MBLTY_NONE_CD,Mobility Device - None of the Above,30,GG,Asmt,,Checklist,72412,1917,1917,1917-1917,1,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1435,MDS,,,22742,GG0130I1,PRSNL_HYGNE_ADMSN_CD,Personal Hygiene (Start of Stay Perf),30,GG,Asmt,,Code,93400,3297,3298,3297-3298,2,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1437,MDS,,,22746,GG0130I3,PRSNL_HYGNE_DSCHRG_CD,Personal Hygiene (Dschg Perf),30,GG,Asmt,,Code,93401,3299,3300,3299-3300,2,,,"NC,NQ,ND","NP,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,x,,,,,,,
1438,MDS,,,22821,GG0170FF1,TUB_TRNSF_ADMSN_CD,Tub/Showr Transfer (Start of Stay Perf),30,GG,Asmt,,Code,93403,3303,3304,3303-3304,2,,,"NC,NQ","ND,NT,NPE,IPA,SP,SD,ST,XX",NP,x,s,x,,,,,,,,
1440,MDS,,,22823,GG0170FF3,TUB_TRNSF_DSCHRG_CD,Tub/Showr Transfer (Dschg Perf),30,GG,Asmt,,Code,93404,3305,3306,3305-3306,2,,,"NC,NQ,ND","NP,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,x,,,,,,,
1441,MDS,,,30610,J0410,PAIN_HURT_FREQ_CD,Pain Frequency,11,J,Asmt,,Code,93412,3318,3318,3318-3318,1,,,"NC,NQ,NP,ND,SP","NT,NPE,IPA,SD,ST,XX",,x,x,x,x,,,,x,,,
1442,MDS,,,30810,J0510,PAIN_SLEEP_CD,Pain Effect on Sleep,11,J,Asmt,,Code,93421,3319,3319,3319-3319,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1443,MDS,,,30820,J0520,PAIN_THRPY_CD,Pain Interference with Therapy Activities,11,J,Asmt,,Code,93422,3320,3320,3320-3320,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1444,MDS,,,30830,J0530,PAIN_DAY_DAY_CD,Pain Interference with Day-to-Day Activities,11,J,Asmt,,Code,93423,3321,3321,3321-3321,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1445,MDS,,,34960,K0520A1,PRNTRL_ADMSN_CD,Nutritional Approaches (Admission): Parenteral,12,K,Asmt,,Checklist,93424,3322,3322,3322-3322,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1446,MDS,,,34962,K0520A2,PRNTRL_NOT_RSDNT_CD,Nutritional Approaches (Non-res): Parenteral,12,K,Asmt,,Checklist,93425,3323,3323,3323-3323,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1447,MDS,,,34964,K0520A3,PRNTRL_7_DAY_CD,Nutritional Approaches (7 days): Parenteral,12,K,Asmt,,Checklist,93426,3324,3324,3324-3324,1,,,"NC,NQ,NP,ND,IPA,SP","NT,NPE,SD,ST,XX",,x,x,x,x,,,x,x,,,
1448,MDS,,,34966,K0520A4,PRNTRL_DSCHRG_CD,Nutritional Approaches (Discharge): Parenteral,12,K,Asmt,,Checklist,93427,3325,3325,3325-3325,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1449,MDS,,,34968,K0520B1,FEED_TUBE_ADMSN_CD,Nutritional Approaches (Admission): Feeding tube,12,K,Asmt,,Checklist,93428,3326,3326,3326-3326,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1450,MDS,,,34970,K0520B2,FEED_TUBE_NOT_RSDNT_CD,Nutritional Approaches (Non-res): Feeding tube,12,K,Asmt,,Checklist,93429,3327,3327,3327-3327,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1451,MDS,,,34972,K0520B3,FEED_TUBE_7_DAY_CD,Nutritional Approaches (7 days): Feeding tube,12,K,Asmt,,Checklist,93430,3328,3328,3328-3328,1,,,"NC,NQ,NP,ND,IPA,SP","NT,NPE,SD,ST,XX",,x,x,x,x,,,x,x,,,
1452,MDS,,,34974,K0520B4,FEED_TUBE_DSCHRG_CD,Nutritional Approaches (Discharge): Feeding tube,12,K,Asmt,,Checklist,93431,3329,3329,3329-3329,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1453,MDS,,,34976,K0520C1,ALTRD_DIET_ADMSN_CD,Nutritional Approaches (Admission): Mech Alt Diet,12,K,Asmt,,Checklist,93432,3330,3330,3330-3330,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1454,MDS,,,22747,GG0130I5,PRSNL_HYGNE_INTRM_CD,Personal Hygiene (Interim Perf),30,GG,Asmt,,Code,93402,3301,3302,3301-3302,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1455,MDS,,,34980,K0520C3,ALTRD_DIET_7_DAY_CD,Nutritional Approaches (7-day): Mech Alt Diet,12,K,Asmt,,Checklist,93433,3331,3331,3331-3331,1,,,"NC,NQ,NP,ND,IPA,SP","NT,NPE,SD,ST,XX",,x,x,x,x,,,x,x,,,
1456,MDS,,,34982,K0520C4,ALTRD_DIET_DSCHRG_CD,Nutritional Approaches (Discharge): Mech Alt Diet,12,K,Asmt,,Checklist,93434,3332,3332,3332-3332,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1457,MDS,,,34984,K0520D1,THRPTC_DIET_ADMSN_CD,Nutritional Approaches (Admission): Therapeutic,12,K,Asmt,,Checklist,93435,3333,3333,3333-3333,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1458,MDS,,,22824,GG0170FF5,TUB_TRNSF_INTRM_CD,Tub/Showr Transfer (Interim Perf),30,GG,Asmt,,Code,93405,3307,3308,3307-3308,2,,,"NC,NQ","NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,x,,x,,,,,,,,
1459,MDS,,,34988,K0520D3,THRPTC_DIET_7_DAY_CD,Nutritional Approaches (7-day): Therapeutic,12,K,Asmt,,Checklist,93437,3334,3334,3334-3334,1,,,"NC,NQ,NP,ND","NT,NPE,IPA,SP,SD,ST,XX",,x,x,x,x,,,,,,,
1460,MDS,,,34990,K0520D4,THRPTC_DIET_DSCHRG_CD,Nutritional Approaches (Discharge): Therapeutic,12,K,Asmt,,Checklist,93438,3335,3335,3335-3335,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1461,MDS,,,34992,K0520Z1,NTRTN_NONE_ADMSN_CD,Nutritional Approaches (Admission): None,12,K,Asmt,,Checklist,93439,3336,3336,3336-3336,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1462,MDS,,,34994,K0520Z2,NTRTN_NONE_NOTRSDNT_CD,Nutritional Approaches (Non-res): None,12,K,Asmt,,Checklist,93440,3337,3337,3337-3337,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1463,MDS,,,34996,K0520Z3,NTRTN_NONE_7_DAY_CD,Nutritional Approaches (7-day): None,12,K,Asmt,,Checklist,93441,3338,3338,3338-3338,1,,,"NC,NQ,NP,ND,IPA,SP","NT,NPE,SD,ST,XX",,x,x,x,x,,,x,x,,,
1464,MDS,,,34998,K0520Z4,NTRTN_NONE_DSCHRG_CD,Nutritional Approaches (Discharge): None,12,K,Asmt,,Checklist,93442,3339,3339,3339-3339,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1465,MDS,,,42373,N0415A1,ANTPSYCT_TKNG_CD,High-Risk Drug (Is Taking): Antipsychotic,15,N,Asmt,,Checklist,93443,3340,3340,3340-3340,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1466,MDS,,,42374,N0415A2,ANTPSYCT_INDCTN_CD,High-Risk Drug (Indication): Antipsychotic,15,N,Asmt,,Checklist,93444,3341,3341,3341-3341,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1467,MDS,,,42375,N0415B1,ANTINXTY_TKNG_CD,High-Risk Drug (Is Taking): Antianxiety,15,N,Asmt,,Checklist,93445,3342,3342,3342-3342,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1468,MDS,,,42376,N0415B2,ANTINXTY_INDCTN_CD,High-Risk Drug (Indication): Antianxiety,15,N,Asmt,,Checklist,93446,3343,3343,3343-3343,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1469,MDS,,,42377,N0415C1,ANTDPRST_TKNG_CD,High-Risk Drug (Is Taking): Antidepressant,15,N,Asmt,,Checklist,93447,3344,3344,3344-3344,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1470,MDS,,,42378,N0415C2,ANTDPRST_INDCTN_CD,High-Risk Drug (Indication): Antidepressant,15,N,Asmt,,Checklist,93448,3345,3345,3345-3345,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1471,MDS,,,42379,N0415D1,HPNTC_TKNG_CD,High-Risk Drug (Is Taking): Hypnotic,15,N,Asmt,,Checklist,93449,3346,3346,3346-3346,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1472,MDS,,,42380,N0415D2,HPNTC_INDCTN_CD,High-Risk Drug (Indication): Hypnotic,15,N,Asmt,,Checklist,93450,3347,3347,3347-3347,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1473,MDS,,,42381,N0415E1,ANTCGLNT_TKNG_CD,High-Risk Drug (Is Taking): Anticoagulant,15,N,Asmt,,Checklist,93451,3348,3348,3348-3348,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1474,MDS,,,42382,N0415E2,ANTCGLNT_INDCTN_CD,High-Risk Drug (Indication): Anticoagulant,15,N,Asmt,,Checklist,93452,3349,3349,3349-3349,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1475,MDS,,,42383,N0415F1,ANTBTC_TKNG_CD,High-Risk Drug (Is Taking): Antibiotic,15,N,Asmt,,Checklist,93453,3350,3350,3350-3350,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1476,MDS,,,42384,N0415F2,ANTBTC_INDCTN_CD,High-Risk Drug (Indication): Antibiotic,15,N,Asmt,,Checklist,93454,3351,3351,3351-3351,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1477,MDS,,,42385,N0415G1,DRTC_TKNG_CD,High-Risk Drug (Is Taking): Diuretic,15,N,Asmt,,Checklist,93455,3352,3352,3352-3352,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1478,MDS,,,42386,N0415G2,DRTC_INDCTN_CD,High-Risk Drug (Indication): Diuretic,15,N,Asmt,,Checklist,93456,3353,3353,3353-3353,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1479,MDS,,,42387,N0415H1,OPIOID_TKNG_CD,High-Risk Drug (Is Taking): Opioid,15,N,Asmt,,Checklist,93457,3354,3354,3354-3354,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1480,MDS,,,42388,N0415H2,OPIOID_INDCTN_CD,High-Risk Drug (Indication): Opioid,15,N,Asmt,,Checklist,93458,3355,3355,3355-3355,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1481,MDS,,,42389,N0415I1,ANTPLTLT_TKNG_CD,High-Risk Drug (Is Taking): Antiplatelet,15,N,Asmt,,Checklist,93459,3356,3356,3356-3356,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1482,MDS,,,42390,N0415I2,ANTPLTLT_INDCTN_CD,High-Risk Drug (Indication): Antiplatelet,15,N,Asmt,,Checklist,93460,3357,3357,3357-3357,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1483,MDS,,,42391,N0415J1,HYPOGLYC_TKNG_CD,High-Risk Drug (Is Taking): Hypoglycemic,15,N,Asmt,,Checklist,93461,3358,3358,3358-3358,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1484,MDS,,,42392,N0415J2,HYPOGLYC_INDCTN_CD,High-Risk Drug (Indication): Hypoglycemic,15,N,Asmt,,Checklist,93462,3359,3359,3359-3359,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1485,MDS,,,42398,N0415Z1,DRUG_NONE_TKNG_CD,High-Risk Drug (Is taking): None of the Above,15,N,Asmt,,Checklist,93463,3360,3360,3360-3360,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1486,MDS,,,44936,O0110A1A,CHMTHRPY_ADMSN_CD,Treatment: Chemotherapy (Admission),16,O,Asmt,,Checklist,93467,3363,3363,3363-3363,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1487,MDS,,,44938,O0110A1B,CHMTHRPY_14_CD,Treatment: Chemotherapy (14 days),16,O,Asmt,,Checklist,93468,3364,3364,3364-3364,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1488,MDS,,,44940,O0110A1C,CHMTHRPY_DSCHRG_CD,Treatment: Chemotherapy (Discharge),16,O,Asmt,,Checklist,93469,3365,3365,3365-3365,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1490,MDS,,,44942,O0110A2A,CHM_IV_ADMSN_CD,Treatment: Chemo - IV (Admission),16,O,Asmt,,Checklist,93470,3366,3366,3366-3366,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1492,MDS,,,44946,O0110A2C,CHM_IV_DSCHRG_CD,Treatment: Chemo - IV (Discharge),16,O,Asmt,,Checklist,93472,3367,3367,3367-3367,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1493,MDS,,,44948,O0110A3A,CHM_ORAL_ADMSN_CD,Treatment: Chemo - Oral (Admission),16,O,Asmt,,Checklist,93473,3368,3368,3368-3368,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1495,MDS,,,44950,O0110A3C,CHM_ORAL_DSCHRG_CD,Treatment: Chemo - Oral (Discharge),16,O,Asmt,,Checklist,93475,3369,3369,3369-3369,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1496,MDS,,,44951,O0110A10A,CHM_OTHR_ADMSN_CD,Treatment: Chemo - Other (Admission),16,O,Asmt,,Checklist,93464,3361,3361,3361-3361,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1498,MDS,,,44953,O0110A10C,CHM_OTHR_DSCHRG_CD,Treatment: Chemo - Other (Discharge),16,O,Asmt,,Checklist,93466,3362,3362,3362-3362,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1499,MDS,,,44954,O0110B1A,RDTN_ADMSN_CD,Treatment: Radiation (Admission),16,O,Asmt,,Checklist,93476,3370,3370,3370-3370,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1500,MDS,,,44956,O0110B1B,RDTN_14_CD,Treatment: Radiation (14 days),16,O,Asmt,,Checklist,93477,3371,3371,3371-3371,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1501,MDS,,,44958,O0110B1C,RDTN_DSCHRG_CD,Treatment: Radiation (Discharge),16,O,Asmt,,Checklist,93478,3372,3372,3372-3372,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1502,MDS,,,44960,O0110C1A,OXGN_ADMSN_CD,Therapies: Oxygen Therapy (Admission),16,O,Asmt,,Checklist,93479,3373,3373,3373-3373,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1503,MDS,,,44962,O0110C1B,OXGN_14_CD,Therapies: Oxygen Therapy (14 days),16,O,Asmt,,Checklist,93480,3374,3374,3374-3374,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1504,MDS,,,44964,O0110C1C,OXGN_DSCHRG_CD,Therapies: Oxygen Therapy (Discharge),16,O,Asmt,,Checklist,93481,3375,3375,3375-3375,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1505,MDS,,,44966,O0110C2A,OXGN_CNTNUS_ADMSN_CD,Therapies: Oxygen - Continuous (Admission),16,O,Asmt,,Checklist,93482,3376,3376,3376-3376,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1507,MDS,,,44970,O0110C2C,OXGN_CNTNUS_DSCHRG_CD,Therapies: Oxygen - Continuous (Discharge),16,O,Asmt,,Checklist,93484,3377,3377,3377-3377,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1508,MDS,,,44972,O0110C3A,OXGN_INTR_ADMSN_CD,Therapies: Oxygen - Intermittent (Admission),16,O,Asmt,,Checklist,93485,3378,3378,3378-3378,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1510,MDS,,,44976,O0110C3C,OXGN_INTR_DSCHRG_CD,Therapies: Oxygen - Intermittent (Discharge),16,O,Asmt,,Checklist,93487,3379,3379,3379-3379,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1511,MDS,,,44978,O0110C4A,OXGN_HCNCNT_ADMSN_CD,Therapies: Oxygen - High-concentration (Admission),16,O,Asmt,,Checklist,93488,3380,3380,3380-3380,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1513,MDS,,,44982,O0110C4C,OXGN_HCNCNT_DSCHRG_CD,Therapies: Oxygen - High-concentration (Discharge),16,O,Asmt,,Checklist,93490,3381,3381,3381-3381,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1514,MDS,,,44984,O0110D1A,SCTNG_ADMSN_CD,Therapies: Suctioning (Admission),16,O,Asmt,,Checklist,93491,3382,3382,3382-3382,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
1515,MDS,,,44986,O0110D1B,SCTNG_14_CD,Therapies: Suctioning (14 days),16,O,Asmt,,Checklist,93492,3383,3383,3383-3383,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
1516,MDS,,,44988,O0110D1C,SCTNG_DSCHRG_CD,Therapies: Suctioning (Discharge),16,O,Asmt,,Checklist,93493,3384,3384,3384-3384,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,ST,XX",,x,x,x,x,,x,,x,x,,
1517,MDS,,,44990,O0110D2A,SCTNG_SCHLD_ADMSN_CD,Therapies: Suctioning - Scheduled (Admission),16,O,Asmt,,Checklist,93494,3385,3385,3385-3385,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
