itm_id,val_id,val_txt
S0170A,0,Not checked (No)
S0170A,1,Checked (Yes)
S0170B,0,Not checked (No)
S0170B,1,Checked (Yes)
S0170C,0,Not checked (No)
S0170C,1,Checked (Yes)
S0170D,0,Not checked (No)
S0170D,1,Checked (Yes)
S0170E,0,Not checked (No)
S0170E,1,Checked (Yes)
S0170F,0,Not checked (No)
S0170F,1,Checked (Yes)
S0170G,0,Not checked (No)
S0170G,1,Checked (Yes)
S0170H,0,Not checked (No)
S0170H,1,Checked (Yes)
S0170Z,0,Not checked (No)
S0170Z,1,Checked (Yes)
S0171A,0,No
S0171A,1,Yes
S0171B,0,No
S0171B,1,Yes
S0172A,0,No
S0172A,1,Yes
S0172B,0,Not checked (No)
S0172B,1,Checked (Yes)
S0172B,^,Blank (skip pattern)
S0172C,0,Not checked (No)
S0172C,1,Checked (Yes)
S0172C,^,Blank (skip pattern)
S0172D,0,Not checked (No)
S0172D,1,Checked (Yes)
S0172D,^,Blank (skip pattern)
S0172E,0,Not checked (No)
S0172E,1,Checked (Yes)
S0172E,^,Blank (skip pattern)
S0172F,0,Not checked (No)
S0172F,1,Checked (Yes)
S0172F,^,Blank (skip pattern)
S0172G,0,Not checked (No)
S0172G,1,Checked (Yes)
S0172G,^,Blank (skip pattern)
S0172H,0,No
S0172H,1,Yes
S0172H,^,Blank (skip pattern)
S0183,0,No
S0183,1,Yes
S8010F,1,Medicaid managed care per diem
S8010F,2,Medicaid per diem (not managed care)
S8010F,^,Blank (skip pattern)
S8010G,1,In-state Medicaid
S8010G,2,Out-of-state Medicaid
S8010G,^,Blank (skip pattern)
S8055,1,Medicare
S8055,2,Medicaid
S8055,3,Medicaid Pending
S8055,9,None of the above
S9040H,1,Advance directive available and reviewed
S9040H,2,Advance directive not available
S9040H,3,No advance directive
S9040H,9,Not completed
S0101,^,Blank (skip pattern)
S0180,^,Blank (skip pattern)
S0115,5,In the same nursing home
S0115,6,In another nursing home
S0115,7,With family or friends
S5010A1,^,Blank (skip pattern)
S5010A2,^,Blank (skip pattern)
S5010B1,^,Blank (skip pattern)
S5010B2,^,Blank (skip pattern)
S5010C1,^,Blank (skip pattern)
S5010C2,^,Blank (skip pattern)
S5010D1,^,Blank (skip pattern)
S5010D2,^,Blank (skip pattern)
S5010E1,^,Blank (skip pattern)
S5010E2,^,Blank (skip pattern)
S5010F1,^,Blank (skip pattern)
S5010F2,^,Blank (skip pattern)
S5010G1,^,Blank (skip pattern)
S5010G2,^,Blank (skip pattern)
S5010H1,^,Blank (skip pattern)
S5010H2,^,Blank (skip pattern)
S5010I1,^,Blank (skip pattern)
S5010I2,^,Blank (skip pattern)
SPEC_VRSN_CD,1.02,Second update to data specifications (effective 10/01/2011)
S8520C,-,Not assessed/no information
A0050,1,Add new record
A0050,2,Modify existing record
A0050,3,Inactivate existing record
A0310G,1,Planned
A0310G,2,Unplanned
A1510A,0,Not checked (No)
A1510A,1,Checked (Yes)
A1510A,-,Not assessed/no information
A1510A,^,Blank (skip pattern)
A1510B,0,Not checked (No)
A1510B,1,Checked (Yes)
A1510B,-,Not assessed/no information
A1510B,^,Blank (skip pattern)
A1510C,0,Not checked (No)
A1510C,1,Checked (Yes)
A1510C,-,Not assessed/no information
A1510C,^,Blank (skip pattern)
K0310,0,No or unknown
K0310,1,"Yes, on physician-prescribed weight-gain regimen"
K0310,2,"Yes, not on physician-prescribed weight-gain regimen"
K0310,-,Not assessed/no information
M1040G,0,Not checked (No)
M1040G,1,Checked (Yes)
M1040G,-,Not assessed/no information
M1040H,0,Not checked (No)
M1040H,1,Checked (Yes)
M1040H,-,Not assessed/no information
Q0490,0,No
Q0490,1,Yes
Q0490,-,Not assessed/no information
Q0550A,0,No
Q0550A,1,Yes
Q0550A,8,Information not available
Q0550A,-,Not assessed/no information
Q0490,^,Blank (skip pattern)
Q0550A,^,Blank (skip pattern)
ITM_SET_VRSN_CD,1.10,First update to MDS 3.0 item set (effective 04/01/2012)
SPEC_VRSN_CD,1.10,Third update to data specifications (effective 04/01/2012)
A0310G,^,Blank (skip pattern)
S0173,0,No
S0173,1,Yes
S0173,9,Not applicable
S0172A,9,Not applicable
S8010H1,^,Blank (skip pattern)
SPEC_VRSN_CD,1.11,Fourth update to data specifications (effective 10/01/2012)
SPEC_VRSN_CD,1.12,Fifth update to data specifications (effective 05/19/2013)
K0710A2,-,Not assessed/no information
K0710A2,^,Blank (skip pattern)
K0710A2,1,25% or less
K0710A2,2,26-50%
K0710A2,3,51% or more
K0710A3,-,Not assessed/no information
K0710A3,^,Blank (skip pattern)
K0710A3,1,25% or less
K0710A3,2,26-50%
K0710A3,3,51% or more
K0710B2,-,Not assessed/no information
K0710B2,^,Blank (skip pattern)
K0710B2,1,500 cc/day or less
K0710B2,2,501 cc/day or more
K0710B3,-,Not assessed/no information
K0710B3,^,Blank (skip pattern)
K0710B3,1,500 cc/day or less
K0710B3,2,501 cc/day or more
SPEC_VRSN_CD,1.13,Sixth update to data specifications (effective 10/01/2013)
ITM_SET_VRSN_CD,1.11,Second update to MDS 3.0 item set (effective 10/01/2013)
S0130,-,Not assessed/no information
S0600A,0,Not checked (No)
S0600A,1,Checked (Yes)
S0600A,-,Not assessed/no information
S0600B,-,Not assessed/no information
S0600B,0,Not checked (No)
S0600B,1,Checked (Yes)
S0600C,-,Not assessed/no information
S0600C,0,Not checked (No)
S0600C,1,Checked (Yes)
S0600D,-,Not assessed/no information
S0600D,0,Not checked (No)
S0600D,1,Checked (Yes)
S0600E,-,Not assessed/no information
S0600E,0,Not checked (No)
S0600E,1,Checked (Yes)
S0600Z,-,Not assessed/no information
S0600Z,0,Not checked (No)
S0600Z,1,Checked (Yes)
S0161A,-,Not assessed/no information
S0161A,0,Not checked (No)
S0161A,1,Checked (Yes)
S0161B,-,Not assessed/no information
S0161B,0,Not checked (No)
S0161B,1,Checked (Yes)
S0161C,-,Not assessed/no information
S0161C,0,Not checked (No)
S0161C,1,Checked (Yes)
S0161D,-,Not assessed/no information
S0161D,0,Not checked (No)
S0161D,1,Checked (Yes)
S0161Z,-,Not assessed/no information
S0161Z,0,Not checked (No)
S0161Z,1,Checked (Yes)
S6230,0,No
S6230,1,Yes
S6232,0,No
S6232,1,Yes
S6232,^,Blank (skip pattern)
S6234,0,No
S6234,1,Yes
S6234,^,Blank (skip pattern)
S6236,0,No
S6236,1,Yes
S6236,^,Blank (skip pattern)
S2060B,0,Not checked (No)
S2060B,1,Checked (Yes)
S2060A,0,Not checked (No)
S2060A,1,Checked (Yes)
S2060C,0,Not checked (No)
S2060C,1,Checked (Yes)
S2060D,0,Not checked (No)
S2060D,1,Checked (Yes)
S2060E,0,Not checked (No)
S2060E,1,Checked (Yes)
S2060Z,0,Not checked (No)
S2060Z,1,Checked (Yes)
S1200A,1,Primary
S1200A,2,Secondary
S1200A,3,Neither primary or secondary
S1200B,1,Primary
S1200B,2,Secondary
S1200B,3,Neither primary or secondary
S1200C,1,Primary
S1200C,2,Secondary
S1200C,3,Neither primary or secondary
S1200D,1,Primary
S1200D,2,Secondary
S1200D,3,Neither primary or secondary
S1200E,1,Primary
S1200E,2,Secondary
S1200E,3,Neither primary or secondary
S1200F,1,Primary
S1200F,2,Secondary
S1200F,3,Neither primary or secondary
S1200G,1,Primary
S1200G,2,Secondary
S1200G,3,Neither primary or secondary
S1200H,1,Primary
S1200H,2,Secondary
S1200H,3,Neither primary or secondary
S1200I,1,Primary
S1200I,2,Secondary
S1200I,3,Neither primary or secondary
A1900,YYYYMMDD,Admission date
C_CCN_NUM,Text,Calculated facility CMS certification number (CCN)
ITM_SET_VRSN_CD,1.12,Third update to MDS 3.0 item set (effective 10/01/2014)
SPEC_VRSN_CD,1.14,Seventh update to data specifications (effective 10/01/2014)
S0165A,0,Not checked (No)
S0165A,1,Checked (Yes)
S0165B,0,Not checked (No)
S0165B,1,Checked (Yes)
S0165C,0,Not checked (No)
S0165C,1,Checked (Yes)
S0165D,0,Not checked (No)
S0165D,1,Checked (Yes)
S0165E,0,Not checked (No)
S0165E,1,Checked (Yes)
S0165Z,0,Not checked (No)
S0165Z,1,Checked (Yes)
S0174,0,No
S0174,1,Yes
S0175,0,No
S0175,1,Yes
S0513,0,"Screen was sent to the NF; no diagnosis, suspected diagnosis or need for specialized services"
S0513,1,"Screen was sent for determination of need for Levell II screen due to diagnosis, suspected diagnosis or need for specialized services related to mental illness, intellectual disability, or other related condition."
S0513,-,Not assessed/no information
S0513,^,Blank (skip pattern)
S1100J,0,Not checked (No)
S1100J,1,Checked (Yes)
S3300,0,No
S3300,1,Yes
S3300,-,Not assessed/no information
S3305A,0,Not checked (No)
S3305A,1,Checked (Yes)
S3305A,-,Not assessed/no information
S3305A,^,Blank (skip pattern)
S3305B,0,Not checked (No)
S3305B,1,Checked (Yes)
S3305B,-,Not assessed/no information
S3305B,^,Blank (skip pattern)
S3305C,0,Not checked (No)
S3305C,1,Checked (Yes)
S3305C,-,Not assessed/no information
S3305C,^,Blank (skip pattern)
S3305D,0,Not checked (No)
S3305D,1,Checked (Yes)
S3305D,-,Not assessed/no information
S3305D,^,Blank (skip pattern)
S3305E,0,Not checked (No)
S3305E,1,Checked (Yes)
S3305E,-,Not assessed/no information
S3305E,^,Blank (skip pattern)
S3305Y,0,Not checked (No)
S3305Y,1,Checked (Yes)
S3305Y,-,Not assessed/no information
S3305Y,^,Blank (skip pattern)
S6020A,0,Not checked (No)
S6020A,1,Checked (Yes)
S6020A,-,Not assessed/no information
S6020A,^,Blank (skip pattern)
S6020B,0,Not checked (No)
S6020B,1,Checked (Yes)
S6020B,-,Not assessed/no information
S6020B,^,Blank (skip pattern)
S6020C,0,Not checked (No)
S6020C,1,Checked (Yes)
S6020C,-,Not assessed/no information
S6020C,^,Blank (skip pattern)
S6020D,0,Not checked (No)
S6020D,1,Checked (Yes)
S6020D,-,Not assessed/no information
S6020D,^,Blank (skip pattern)
S6020Y,0,Not checked (No)
S6020Y,1,Checked (Yes)
S6020Y,-,Not assessed/no information
S6020Y,^,Blank (skip pattern)
S6020Z,0,Not checked (No)
S6020Z,1,Checked (Yes)
S6020Z,-,Not assessed/no information
S6020Z,^,Blank (skip pattern)
S6022A,0,Minimum value
S6022A,7,Maximum value
S6022A,-,Not assessed/no information
S6022A,^,Blank (skip pattern)
S6022B,0,Minimum value
S6022B,7,Maximum value
S6022B,-,Not assessed/no information
S6022B,^,Blank (skip pattern)
S6022C,0,Minimum value
S6022C,7,Maximum value
S6022C,-,Not assessed/no information
S6022C,^,Blank (skip pattern)
S6023A,0,Minimum value
S6023A,7,Maximum value
S6023A,-,Not assessed/no information
S6023A,^,Blank (skip pattern)
S6023B,0,Minimum value
S6023B,7,Maximum value
S6023B,-,Not assessed/no information
S6023B,^,Blank (skip pattern)
S6023C,0,Minimum value
S6023C,7,Maximum value
S6023C,-,Not assessed/no information
S6023C,^,Blank (skip pattern)
S6024A,0,Minimum value
S6024A,7,Maximum value
S6024A,-,Not assessed/no information
S6024A,^,Blank (skip pattern)
S6024B,0,Minimum value
S6024B,7,Maximum value
S6024B,-,Not assessed/no information
S6024B,^,Blank (skip pattern)
S6024C,0,Minimum value
S6024C,7,Maximum value
S6024C,-,Not assessed/no information
S6024C,^,Blank (skip pattern)
S6205,0,Minimum value
S6205,9,Maximum value
S7000,1,Routine dental care since last assessment
S7000,2,Emergent dental care since last assessment
S7000,9,None of the above
S9040C1,1,"""Full Treatment"" is the only box checked."
S9040C1,2,"""Full Treatment"" AND ""Trial Period of Full Treatment"" are both checked."
S9040C1,3,"""Selective Treatment"" or ""Limited Additional Interventions"" is the only box checked."
S9040C1,4,"""Selective Treatment"" or ""Limited Additional Interventions"" AND ""Transfer to hospital only if comfort needs cannot be met in current location"" are checked."
S9040C1,5,"""Comfort-Focused Treatment"" or ""Comfort Measures Only"""
S9040C1,9,Not completed
S9040D1,1,"Long-term artificial nutrition, including feeding tubes"
S9040D1,2,"Trial period of artificial nutrition, including feeding tubes"
S9040D1,3,"No artificial means of nutrition, including feeding"
S9040D1,9,Not completed
S9140,0,No
S9140,1,Yes
S8055,4,Medicaid Managed Care
S8055,5,Managed Long Term Care
SPEC_VRSN_CD,1.15,Eighth update to data specifications (effective 10/01/2015)
S1100F1,-,Not assessed/no information
S1100F1,^,Blank (skip pattern)
S1100F2,-,Not assessed/no information
S1100F2,^,Blank (skip pattern)
S6051A,-,Not assessed/no information
S6051B,^,Blank (skip pattern)
S6051C,-,Not assessed/no information
S6051D,^,Blank (skip pattern)
ITM_SET_VRSN_CD,1.13,Fourth update to MDS 3.0 item set (effective 10/01/2015)
ITM_SBST_CD,NPE,Nursing home PPS Part A Discharge (End of Stay)
ITM_SET_VRSN_CD,1.14,Fifth update to MDS 3.0 item set (effective 10/01/2016)
SPEC_VRSN_CD,2.00,Ninth update to data specifications (effective 10/01/2016)
A0310H,0,No
A0310H,1,Yes
C1310A,0,No
C1310A,1,Yes
C1310B,0,Behavior not present
C1310B,1,"Behavior continuously present, does not fluctuate"
C1310B,2,"Behavior present, fluctuates (comes and goes, changes in severity)"
C1310B,^,Blank (skip pattern)
C1310C,0,Behavior not present
C1310C,1,"Behavior continuously present, does not fluctuate"
C1310C,2,"Behavior present, fluctuates (comes and goes, changes in severity)"
C1310C,^,Blank (skip pattern)
C1310D,0,Behavior not present
C1310D,1,"Behavior continuously present, does not fluctuate"
C1310D,2,"Behavior present, fluctuates (comes and goes, changes in severity)"
C1310D,^,Blank (skip pattern)
GG0130A1,06,Independent
GG0130A1,05,Setup or clean-up assistance
GG0130A1,04,Supervision or touching assistance
GG0130A1,03,Partial/moderate assistance
GG0130A1,02,Substantial/maximal assistance
GG0130A1,01,Dependent
GG0130A1,07,Resident refused
GG0130A1,09,Not applicable
GG0130A1,88,Not attempted due to medical condition or safety concerns
GG0130A1,-,Not assessed/no information
GG0130A3,06,Independent
GG0130A3,05,Setup or clean-up assistance
GG0130A3,04,Supervision or touching assistance
GG0130A3,03,Partial/moderate assistance
GG0130A3,02,Substantial/maximal assistance
GG0130A3,01,Dependent
GG0130A3,07,Resident refused
GG0130A3,09,Not applicable
GG0130A3,88,Not attempted due to medical condition or safety concerns
GG0130A3,-,Not assessed/no information
GG0130B1,06,Independent
GG0130B1,05,Setup or clean-up assistance
GG0130B1,04,Supervision or touching assistance
GG0130B1,03,Partial/moderate assistance
GG0130B1,02,Substantial/maximal assistance
GG0130B1,01,Dependent
GG0130B1,07,Resident refused
GG0130B1,09,Not applicable
GG0130B1,88,Not attempted due to medical condition or safety concerns
GG0130B1,-,Not assessed/no information
GG0130B3,06,Independent
GG0130B3,05,Setup or clean-up assistance
GG0130B3,04,Supervision or touching assistance
GG0130B3,03,Partial/moderate assistance
GG0130B3,02,Substantial/maximal assistance
GG0130B3,01,Dependent
GG0130B3,07,Resident refused
GG0130B3,09,Not applicable
GG0130B3,88,Not attempted due to medical condition or safety concerns
GG0130B3,-,Not assessed/no information
GG0130C1,06,Independent
GG0130C1,05,Setup or clean-up assistance
GG0130C1,04,Supervision or touching assistance
GG0130C1,03,Partial/moderate assistance
GG0130C1,02,Substantial/maximal assistance
GG0130C1,01,Dependent
GG0130C1,07,Resident refused
GG0130C1,09,Not applicable
GG0130C1,88,Not attempted due to medical condition or safety concerns
GG0130C1,-,Not assessed/no information
GG0130C3,06,Independent
GG0130C3,05,Setup or clean-up assistance
GG0130C3,04,Supervision or touching assistance
GG0130C3,03,Partial/moderate assistance
GG0130C3,02,Substantial/maximal assistance
GG0130C3,01,Dependent
GG0130C3,07,Resident refused
GG0130C3,09,Not applicable
GG0130C3,88,Not attempted due to medical condition or safety concerns
GG0130C3,-,Not assessed/no information
GG0170B1,06,Independent
GG0170B1,05,Setup or clean-up assistance
GG0170B1,04,Supervision or touching assistance
GG0170B1,03,Partial/moderate assistance
GG0170B1,02,Substantial/maximal assistance
GG0170B1,01,Dependent
GG0170B1,07,Resident refused
GG0170B1,09,Not applicable
GG0170B1,88,Not attempted due to medical condition or safety concerns
GG0170B1,-,Not assessed/no information
GG0170B3,06,Independent
GG0170B3,05,Setup or clean-up assistance
GG0170B3,04,Supervision or touching assistance
GG0170B3,03,Partial/moderate assistance
GG0170B3,02,Substantial/maximal assistance
GG0170B3,01,Dependent
GG0170B3,07,Resident refused
GG0170B3,09,Not applicable
GG0170B3,88,Not attempted due to medical condition or safety concerns
GG0170B3,-,Not assessed/no information
GG0170C1,06,Independent
GG0170C1,05,Setup or clean-up assistance
GG0170C1,04,Supervision or touching assistance
GG0170C1,03,Partial/moderate assistance
GG0170C1,02,Substantial/maximal assistance
GG0170C1,01,Dependent
GG0170C1,07,Resident refused
GG0170C1,09,Not applicable
GG0170C1,88,Not attempted due to medical condition or safety concerns
GG0170C1,-,Not assessed/no information
GG0170C3,06,Independent
GG0170C3,05,Setup or clean-up assistance
GG0170C3,04,Supervision or touching assistance
GG0170C3,03,Partial/moderate assistance
GG0170C3,02,Substantial/maximal assistance
GG0170C3,01,Dependent
GG0170C3,07,Resident refused
GG0170C3,09,Not applicable
GG0170C3,88,Not attempted due to medical condition or safety concerns
GG0170C3,-,Not assessed/no information
GG0170D1,06,Independent
GG0170D1,05,Setup or clean-up assistance
GG0170D1,04,Supervision or touching assistance
GG0170D1,03,Partial/moderate assistance
GG0170D1,02,Substantial/maximal assistance
GG0170D1,01,Dependent
GG0170D1,07,Resident refused
GG0170D1,09,Not applicable
GG0170D1,88,Not attempted due to medical condition or safety concerns
GG0170D1,-,Not assessed/no information
GG0170D3,06,Independent
GG0170D3,05,Setup or clean-up assistance
GG0170D3,04,Supervision or touching assistance
GG0170D3,03,Partial/moderate assistance
GG0170D3,02,Substantial/maximal assistance
GG0170D3,01,Dependent
GG0170D3,07,Resident refused
GG0170D3,09,Not applicable
GG0170D3,88,Not attempted due to medical condition or safety concerns
GG0170D3,-,Not assessed/no information
GG0170E1,06,Independent
GG0170E1,05,Setup or clean-up assistance
GG0170E1,04,Supervision or touching assistance
GG0170E1,03,Partial/moderate assistance
GG0170E1,02,Substantial/maximal assistance
GG0170E1,01,Dependent
GG0170E1,07,Resident refused
GG0170E1,09,Not applicable
GG0170E1,88,Not attempted due to medical condition or safety concerns
GG0170E1,-,Not assessed/no information
GG0170E3,06,Independent
GG0170E3,05,Setup or clean-up assistance
GG0170E3,04,Supervision or touching assistance
GG0170E3,03,Partial/moderate assistance
GG0170E3,02,Substantial/maximal assistance
GG0170E3,01,Dependent
GG0170E3,07,Resident refused
GG0170E3,09,Not applicable
GG0170E3,88,Not attempted due to medical condition or safety concerns
GG0170E3,-,Not assessed/no information
GG0170F1,06,Independent
GG0170F1,05,Setup or clean-up assistance
GG0170F1,04,Supervision or touching assistance
GG0170F1,03,Partial/moderate assistance
GG0170F1,02,Substantial/maximal assistance
GG0170F1,01,Dependent
GG0170F1,07,Resident refused
GG0170F1,09,Not applicable
GG0170F1,88,Not attempted due to medical condition or safety concerns
GG0170F1,-,Not assessed/no information
GG0170F3,06,Independent
GG0170F3,05,Setup or clean-up assistance
GG0170F3,04,Supervision or touching assistance
GG0170F3,03,Partial/moderate assistance
GG0170F3,02,Substantial/maximal assistance
GG0170F3,01,Dependent
GG0170F3,07,Resident refused
GG0170F3,09,Not applicable
GG0170F3,88,Not attempted due to medical condition or safety concerns
GG0170F3,-,Not assessed/no information
GG0170J1,06,Independent
GG0170J1,05,Setup or clean-up assistance
GG0170J1,04,Supervision or touching assistance
GG0170J1,03,Partial/moderate assistance
GG0170J1,02,Substantial/maximal assistance
GG0170J1,01,Dependent
GG0170J1,07,Resident refused
GG0170J1,09,Not applicable
GG0170J1,88,Not attempted due to medical condition or safety concerns
GG0170J1,-,Not assessed/no information
GG0170J3,06,Independent
GG0170J3,05,Setup or clean-up assistance
GG0170J3,04,Supervision or touching assistance
GG0170J3,03,Partial/moderate assistance
GG0170J3,02,Substantial/maximal assistance
GG0170J3,01,Dependent
GG0170J3,07,Resident refused
GG0170J3,09,Not applicable
GG0170J3,88,Not attempted due to medical condition or safety concerns
GG0170J3,-,Not assessed/no information
GG0170K1,06,Independent
GG0170K1,05,Setup or clean-up assistance
GG0170K1,04,Supervision or touching assistance
GG0170K1,03,Partial/moderate assistance
GG0170K1,02,Substantial/maximal assistance
GG0170K1,01,Dependent
GG0170K1,07,Resident refused
GG0170K1,09,Not applicable
GG0170K1,88,Not attempted due to medical condition or safety concerns
GG0170K1,-,Not assessed/no information
GG0170K3,06,Independent
GG0170K3,05,Setup or clean-up assistance
GG0170K3,04,Supervision or touching assistance
GG0170K3,03,Partial/moderate assistance
GG0170K3,02,Substantial/maximal assistance
GG0170K3,01,Dependent
GG0170K3,07,Resident refused
GG0170K3,09,Not applicable
GG0170K3,88,Not attempted due to medical condition or safety concerns
GG0170K3,-,Not assessed/no information
GG0170Q1,0,No
GG0170Q1,1,Yes
GG0170Q3,0,No
GG0170Q3,1,Yes
GG0170R1,06,Independent
GG0170R1,05,Setup or clean-up assistance
GG0170R1,04,Supervision or touching assistance
GG0170R1,03,Partial/moderate assistance
GG0170R1,02,Substantial/maximal assistance
GG0170R1,01,Dependent
GG0170R1,07,Resident refused
GG0170R1,09,Not applicable
GG0170R1,88,Not attempted due to medical condition or safety concerns
GG0170R1,-,Not assessed/no information
GG0170R3,06,Independent
GG0170R3,05,Setup or clean-up assistance
GG0170R3,04,Supervision or touching assistance
GG0170R3,03,Partial/moderate assistance
GG0170R3,02,Substantial/maximal assistance
GG0170R3,01,Dependent
GG0170R3,07,Resident refused
GG0170R3,09,Not applicable
GG0170R3,88,Not attempted due to medical condition or safety concerns
GG0170R3,-,Not assessed/no information
GG0170RR1,1,Manual
GG0170RR1,2,Motorized
GG0170RR3,1,Manual
GG0170RR3,2,Motorized
GG0170S1,06,Independent
GG0170S1,05,Setup or clean-up assistance
GG0170S1,04,Supervision or touching assistance
GG0170S1,03,Partial/moderate assistance
GG0170S1,02,Substantial/maximal assistance
GG0170S1,01,Dependent
GG0170S1,07,Resident refused
GG0170S1,09,Not applicable
GG0170S1,88,Not attempted due to medical condition or safety concerns
GG0170S1,-,Not assessed/no information
GG0170S3,06,Independent
GG0170S3,05,Setup or clean-up assistance
GG0170S3,04,Supervision or touching assistance
GG0170S3,03,Partial/moderate assistance
GG0170S3,02,Substantial/maximal assistance
GG0170S3,01,Dependent
GG0170S3,07,Resident refused
GG0170S3,09,Not applicable
GG0170S3,88,Not attempted due to medical condition or safety concerns
GG0170S3,-,Not assessed/no information
GG0170SS1,1,Manual
GG0170SS1,2,Motorized
GG0170SS3,1,Manual
GG0170SS3,2,Motorized
GG0170SS3,^,Blank (skip pattern)
GG0170SS1,^,Blank (skip pattern)
GG0170S3,^,Blank (skip pattern)
GG0170S1,^,Blank (skip pattern)
GG0170RR3,^,Blank (skip pattern)
GG0170RR1,^,Blank (skip pattern)
GG0170R3,^,Blank (skip pattern)
GG0170R1,^,Blank (skip pattern)
GG0170Q3,^,Blank (skip pattern)
GG0170Q1,^,Blank (skip pattern)
GG0170K3,^,Blank (skip pattern)
GG0170K1,^,Blank (skip pattern)
GG0170J3,^,Blank (skip pattern)
GG0170J1,^,Blank (skip pattern)
GG0170F3,^,Blank (skip pattern)
GG0170F1,^,Blank (skip pattern)
GG0170E3,^,Blank (skip pattern)
GG0170E1,^,Blank (skip pattern)
GG0170D3,^,Blank (skip pattern)
GG0170D1,^,Blank (skip pattern)
GG0170C3,^,Blank (skip pattern)
GG0170C1,^,Blank (skip pattern)
GG0170B3,^,Blank (skip pattern)
GG0170B1,^,Blank (skip pattern)
GG0130C3,^,Blank (skip pattern)
GG0130C1,^,Blank (skip pattern)
GG0130B3,^,Blank (skip pattern)
GG0130B1,^,Blank (skip pattern)
GG0130A3,^,Blank (skip pattern)
GG0130A1,^,Blank (skip pattern)
X0600H,0,No
X0600H,1,Yes
S9100C,^,Blank (not available or unknown)
GG0170Q1,-,Not assessed/no information
GG0170Q3,-,Not assessed/no information
GG0170RR1,-,Not assessed/no information
GG0170RR3,-,Not assessed/no information
GG0170SS1,-,Not assessed/no information
GG0170SS3,-,Not assessed/no information
S0509,0,No
S0509,1,Yes
S0509,9,N/A - PASRR not indicated
S6201,00,Minimum value
S6201,99,Maximum value
S6211,000,Minimum value
S6211,999,Maximum value
S1002,0,No
S1002,1,Yes
S1003,0,No
S1003,1,Yes
S3310A,0,Not checked (No)
S3310A,1,Checked (Yes)
S3310B,0,Not checked (No)
S3310B,1,Checked (Yes)
S3310C,0,Not checked (No)
S3310C,1,Checked (Yes)
S3310D,0,Not checked (No)
S3310D,1,Checked (Yes)
S3310Y,0,Not checked (No)
S3310Y,1,Checked (Yes)
S3310Z,0,Not checked (No)
S3310Z,1,Checked (Yes)
S3315A,0,Not checked (No)
S3315A,1,Checked (Yes)
S3315B,0,Not checked (No)
S3315B,1,Checked (Yes)
S3315C,0,Not checked (No)
S3315C,1,Checked (Yes)
S3315D,0,Not checked (No)
S3315D,1,Checked (Yes)
S3315Y,0,Not checked (No)
S3315Y,1,Checked (Yes)
S3315Z,0,Not checked (No)
S3315Z,1,Checked (Yes)
S1150,0,No
S1150,1,Yes
S1004,0,No
S1004,1,Yes
S6052,0,No
S6052,1,Yes
S6053A,YYYYMMDD,Valid date
S6053A,^,Blank (skip pattern)
S6053B,YYYYMMDD,Valid date
S6053B,-,Not assessed/no information
C1310A,-,Not assessed/no information
C1310A,^,Blank (skip pattern)
C1310B,-,Not assessed/no information
C1310C,-,Not assessed/no information
C1310D,-,Not assessed/no information
X0600H,^,Blank (skip pattern)
ITM_SET_VRSN_CD,1.15,Sixth update to MDS 3.0 item set (effective 10/01/2017)
SPEC_VRSN_CD,2.01,Tenth update to data specifications (effective 10/01/2017)
N0450A,0,No - Antipsychotics were not received
N0450A,1,Yes - Antipsychotics were received on a routine basis only
N0450A,2,Yes - Antipsychotics were received on a PRN basis only
N0450A,3,Yes - Antipsychotics were received on a routine and PRN basis
N0450B,0,No
N0450B,1,Yes
N0450B,^,Blank (skip pattern)
N0450C,YYYYMMDD,Valid date
N0450C,^,Blank (skip pattern)
N0450D,0,No
N0450D,1,Yes
N0450D,^,Blank (skip pattern)
N0450E,YYYYMMDD,Valid date
N0450E,^,Blank (skip pattern)
P0200A,0,Not used
P0200A,1,Used less than daily
P0200A,2,Used daily
P0200A,-,Not assessed/no information
P0200B,0,Not used
P0200B,1,Used less than daily
P0200B,2,Used daily
P0200B,-,Not assessed/no information
P0200C,0,Not used
P0200C,1,Used less than daily
P0200C,2,Used daily
P0200C,-,Not assessed/no information
P0200D,0,Not used
P0200D,1,Used less than daily
P0200D,2,Used daily
P0200D,-,Not assessed/no information
P0200E,0,Not used
P0200E,1,Used less than daily
P0200E,2,Used daily
P0200E,-,Not assessed/no information
P0200F,0,Not used
P0200F,1,Used less than daily
P0200F,2,Used daily
P0200F,-,Not assessed/no information
S9085A,0,No
S9085A,1,Yes
S9085B,YYYYMMDD,Valid date
S9085B,^,Blank (skip pattern) when S9085A=0
S9085C,01,Minimum value
S9085C,20,Maximum value
S9085C,^,Blank (skip pattern) when S9085A=0
S9085D,Text,Valid CHC member ID
S9085D,^,Blank (skip pattern) when S9085A=0
S0113,01,Resident lived alone without services
S0113,02,Resident lived alone with services
S0113,03,Resident lived with caregiver in the home who is able to assist with daily medical and custodial needs
S0113,04,Resident lived in congregate situation
S0113,99,None of the above
S0113,^,Blank (skip pattern) when A0310A<> 01
S0114,0,No
S0114,1,Yes
S0114,^,Blank (skip pattern) when A0310A=99 and A0310F<>10
S0521,01,Significant change in functional status
S0521,02,Deterioration in cognitive status
S0521,03,Change in the availability/status of primary caregivers
S0521,04,Difficulty arranging or paying for needed in-home care or support
S0521,05,Failed to succeed in residential care home
S0521,06,Short term rehabilitation or skilled care
S0521,99,None of the above
